Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
Bookset,D01190.obj,2417,14484,Only triangles,[-1.29999999e-05 -2.41123295e+00  4.12329994e-02],[ 0.164425   -1.67662799  0.31637499]
Bookset,D01199.obj,240,1524,Only triangles,[ 0.        0.       -0.233235],[13.52180767  7.62756491  7.39281416]
Bottle,D00020.obj,971,1710,Only triangles,[-0.79002601 -0.214855   -0.229202  ],[0.88251799 0.221754   0.192811  ]
Bottle,D00123.obj,1067,2044,Only triangles,[-0.78599799 -0.272641   -0.18864401],[0.78147203 0.122641   0.175108  ]
Bottle,D00139.obj,2452,4860,Only triangles,[-0.91806102 -0.211906   -0.194712  ],[0.72821599 0.193114   0.203996  ]
Bottle,D00166.obj,23142,45936,Only triangles,[-0.81524301 -0.38740799 -0.27268401],[0.91948402 0.44643399 0.28399101]
Bottle,D00176.obj,7138,14272,Only triangles,[-0.71890199 -0.22924    -0.26880899],[0.98735797 0.32021001 0.26258299]
Bottle,D00208.obj,2000,3640,Only triangles,[-0.95120299 -0.26874799 -0.24370199],[0.75862998 0.26793599 0.250368  ]
Bottle,D00281.obj,1304,1764,Only triangles,[-0.80388701 -0.32882401 -0.28471601],[0.90440202 0.192929   0.233906  ]
Bottle,D00311.obj,829,1448,Only triangles,[-0.83121902 -0.33846101 -0.33679101],[0.87838697 0.34903601 0.344165  ]
Bottle,D00347.obj,2426,4438,Only triangles,[-1.01519001 -0.171      -0.213249  ],[0.56598598 0.26284501 0.21841601]
Bottle,D00350.obj,569,921,Only triangles,[-0.894669   -0.21991199 -0.214901  ],[0.86708099 0.226588   0.262761  ]
Bottle,D00390.obj,1499,2742,Only triangles,[-0.59801602 -0.50079101 -0.411989  ],[0.99890298 0.32843199 0.406055  ]
Bottle,D00451.obj,11448,18236,Only triangles,[-0.60883898 -0.461541   -0.356345  ],[0.95293802 0.28447601 0.333426  ]
Bottle,D00679.obj,12640,23052,Only triangles,[-0.90692502 -0.22995099 -0.27117699],[0.80948198 0.30560601 0.25847   ]
Bottle,D00696.obj,13754,25850,Only triangles,[-1.04429996 -0.155084   -0.20046   ],[0.65299499 0.30205899 0.20983499]
Bottle,D00711.obj,192,336,Only triangles,[-0.85919499 -0.38149601 -0.40145499],[1.04484999 0.46138799 0.427899  ]
Bottle,D00716.obj,446,856,Only triangles,[-0.881118   -0.44532701 -0.163849  ],[0.95458502 0.51992399 0.155909  ]
Bottle,D00726.obj,10163,18390,Only triangles,[-1.36136007 -0.332344   -0.31871599],[0.60065699 0.27658901 0.290957  ]
Bottle,D00892.obj,2474,4940,Only triangles,[-0.67444801 -0.151915   -0.214476  ],[1.01622999 0.287525   0.21340799]
Bottle,D00940.obj,737,1242,Only triangles,[-1.07423997 -0.30310699 -0.398902  ],[0.73159099 0.475795   0.37250501]
Bottle,D00959.obj,479,892,Only triangles,[-0.80884302 -0.27519801 -0.198302  ],[0.69573998 0.10899    0.186067  ]
Bottle,m482.obj,542,950,Only triangles,[0.025 0.025 0.025],[0.28964299 0.97500002 0.29298699]
Bottle,m483.obj,371,620,Only triangles,[0.025 0.025 0.025],[0.26139101 0.97500002 0.26139101]
Bottle,m484.obj,460,888,Only triangles,[0.025 0.025 0.025],[0.28888199 0.97500002 0.28906   ]
Bottle,m485.obj,526,936,Only triangles,[0.025 0.025 0.025],[0.28964299 0.97500002 0.28964299]
Bottle,m486.obj,2101,3894,Only triangles,[0.025 0.025 0.025],[0.30149901 0.97500002 0.30263901]
Bottle,m487.obj,133,290,Only triangles,[0.025 0.025 0.025],[0.31340399 0.97500002 0.31340399]
Bottle,m488.obj,144,284,Only triangles,[0.025 0.025 0.025],[0.97500002 0.375332   0.37521401]
Bottle,m489.obj,558,1055,Only triangles,[0.025 0.025 0.025],[0.34324399 0.97500002 0.32884499]
Bottle,m490.obj,574,1075,Only triangles,[0.025 0.025 0.025],[0.363345   0.97500002 0.363345  ]
Bottle,m491.obj,544,997,Only triangles,[0.025 0.025 0.025],[0.549945   0.97500002 0.46502501]
Bottle,m492.obj,360,724,Only triangles,[0.025 0.025 0.025],[0.295008   0.29500499 0.97500002]
BuildingNonResidential,m382.obj,252,400,Only triangles,[0.025 0.025 0.025],[0.94481701 0.67064101 0.97500002]
BuildingNonResidential,m383.obj,2328,4460,Only triangles,[0.025 0.025 0.025],[0.63327998 0.97500002 0.588135  ]
BuildingNonResidential,m384.obj,2984,4686,Only triangles,[0.025 0.025 0.025],[0.97500002 0.289902   0.871086  ]
BuildingNonResidential,m385.obj,674,918,Only triangles,[0.025 0.025 0.025],[0.89899999 0.97500002 0.626562  ]
BuildingNonResidential,m386.obj,532,1008,Only triangles,[0.025 0.025 0.025],[0.95079398 0.97500002 0.94074398]
BuildingNonResidential,m387.obj,844,1668,Only triangles,[0.025 0.025 0.025],[0.97500002 0.42290601 0.92033398]
BuildingNonResidential,m389.obj,2509,5100,Only triangles,[0.025 0.025 0.025],[0.74158001 0.97500002 0.65020502]
BuildingNonResidential,m390.obj,40,45,Only triangles,[0.025    0.032235 0.025   ],[0.84681702 0.75233698 0.95221901]
BuildingNonResidential,m391.obj,246,274,Only triangles,[0.025 0.025 0.025],[0.608136   0.80494398 0.97500002]
BuildingNonResidential,m392.obj,33,80,Only triangles,[0.025 0.025 0.025],[0.81666702 0.97500002 0.341667  ]
BuildingNonResidential,m393.obj,241,326,Only triangles,[0.025 0.025 0.025],[0.97500002 0.63593698 0.84774202]
BuildingNonResidential,m394.obj,750,1246,Only triangles,[0.025 0.025 0.025],[0.89842302 0.97500002 0.898642  ]
BuildingNonResidential,m395.obj,630,696,Only triangles,[0.025 0.025 0.025],[0.92850399 0.97399497 0.97500002]
BuildingNonResidential,m396.obj,445,470,Only triangles,[0.025 0.025 0.025],[0.94962698 0.97500002 0.82575101]
BuildingNonResidential,m397.obj,1362,2680,Only triangles,[0.025 0.025 0.025],[0.97500002 0.927504   0.97499901]
BuildingNonResidential,m398.obj,498,936,Only triangles,[0.025 0.025 0.025],[0.87024802 0.64270401 0.97500002]
BuildingNonResidential,m399.obj,7530,13536,Only triangles,[0.025 0.025 0.025],[0.97500002 0.607391   0.97163099]
BuildingNonResidential,m400.obj,488,840,Only triangles,[0.025 0.025 0.025],[0.77844799 0.78860301 0.97500002]
BuildingNonResidential,m401.obj,6936,13373,Only triangles,[0.025 0.025 0.025],[0.97500002 0.20616999 0.97500002]
BuildingNonResidential,m402.obj,21288,41661,Only triangles,[0.025 0.025 0.025],[0.65003002 0.97500002 0.66552699]
BuildingNonResidential,m404.obj,1054,2752,Only triangles,[0.025 0.025 0.025],[0.97500002 0.42794901 0.74550599]
BuildingNonResidential,m405.obj,21009,41835,Only triangles,[0.025 0.025 0.025],[0.97500002 0.86966801 0.94404697]
BuildingNonResidential,m406.obj,7328,13892,Only triangles,[0.025 0.025 0.025],[0.70377898 0.97500002 0.67850202]
BuildingNonResidential,m407.obj,229,404,Only triangles,[0.025 0.025 0.025],[0.79938102 0.97500002 0.75602698]
BuildingNonResidential,m408.obj,1252,2372,Only triangles,[0.025 0.025 0.025],[0.64481199 0.59293503 0.97500002]
BuildingNonResidential,m409.obj,1509,1988,Only triangles,[0.025 0.025 0.025],[0.97500002 0.221457   0.70817298]
BuildingNonResidential,m410.obj,1217,2076,Only triangles,[0.025 0.025 0.025],[0.97500002 0.44198099 0.94572097]
BuildingNonResidential,m412.obj,1990,2820,Only triangles,[0.025 0.025 0.025],[0.97500002 0.12811001 0.511585  ]
BuildingNonResidential,m413.obj,3749,7282,Only triangles,[0.025 0.025 0.025],[0.97500002 0.88060403 0.88279402]
BuildingNonResidential,m414.obj,1056,1944,Only triangles,[0.025 0.025 0.025],[0.97500002 0.724105   0.97500002]
BuildingNonResidential,m415.obj,508,956,Only triangles,[0.025 0.025 0.025],[0.69558799 0.46088201 0.97500002]
BuildingNonResidential,m416.obj,7056,13542,Only triangles,[0.025 0.025 0.025],[0.51557398 0.41263199 0.97500002]
BuildingNonResidential,m418.obj,1576,2836,Only triangles,[0.025 0.025 0.025],[0.71387798 0.64353502 0.97500002]
BuildingNonResidential,m420.obj,7226,12960,Only triangles,[0.025 0.025 0.025],[0.66474998 0.40328699 0.97500002]
BuildingNonResidential,m421.obj,6853,11000,Only triangles,[0.025 0.025 0.025],[0.58741301 0.32854    0.97500002]
BuildingNonResidential,m470.obj,14464,28562,Only triangles,[0.025 0.025 0.025],[0.19172101 0.65942401 0.97500002]
BuildingNonResidential,m471.obj,118,248,Only triangles,[0.025 0.025 0.025],[0.25299999 0.97500002 0.24172799]
BuildingNonResidential,m472.obj,358,704,Only triangles,[0.025 0.025 0.025],[0.479545   0.97500002 0.479545  ]
BuildingNonResidential,m474.obj,1361,2670,Only triangles,[0.025 0.025 0.025],[0.96849102 0.829063   0.97500002]
BuildingNonResidential,m475.obj,112,178,Only triangles,[0.025 0.025 0.025],[0.97500002 0.53166699 0.97500002]
BuildingNonResidential,m477.obj,1047,1708,Only triangles,[0.025 0.025 0.025],[0.97500002 0.30596501 0.405     ]
BuildingNonResidential,m478.obj,1750,2980,Only triangles,[0.025 0.025 0.025],[0.97500002 0.16720399 0.85057199]
BuildingNonResidential,m479.obj,648,1056,Only triangles,[0.025 0.025 0.025],[0.97500002 0.298318   0.51946998]
BuildingNonResidential,m481.obj,473,760,Only triangles,[0.025 0.025 0.025],[0.97500002 0.215      0.97500002]
Bus,D00084.obj,12919,75870,Only triangles,[ -1.27165997 -10.35589981  -0.038539  ],[ 4.24846983 14.73050022  6.70683002]
Bus,D00114.obj,7643,53259,Only triangles,[-2.40608988e-05  2.99705006e-02  0.00000000e+00],[6.85437012 2.27924013 3.89766002]
Bus,D00151.obj,9415,54282,Only triangles,[2.48649001 0.19132601 0.00763302],[ 5.83221006 13.46140003  4.19793987]
Bus,D00179.obj,5976,42567,Only triangles,[0.17161401 0.44237    0.        ],[ 3.75680995 14.48499966  4.09609985]
Bus,D00182.obj,13436,86502,Only triangles,[-5.63549995 -6.2670598   0.039127  ],[36.54959869  1.52923    10.36190033]
Bus,D00264.obj,11096,67185,Only triangles,[ -0.64115602 -14.56459999  -0.36364201],[ 2.90488005 -2.19660997  3.21309996]
Bus,D00411.obj,4964,34821,Only triangles,[ 0.0256566 -0.632451   0.       ],[16.91570091  5.0998702   4.43126011]
Bus,D00436.obj,4587,29118,Only triangles,[ 4.57471991 -9.82678986  0.0347497 ],[8.62012005 2.67640996 3.89259005]
Bus,D00446.obj,4915,28227,Only triangles,[-7.22028017 -2.76501989 -0.494284  ],[7.77999973 0.26405999 4.27055979]
Bus,D00448.obj,7367,42369,Only triangles,[ 2.53262997  2.13731003 -0.465848  ],[8.80679989 4.29351997 2.1265099 ]
Bus,D00483.obj,6097,25650,Only triangles,[-2.64915985e+02 -1.14809998e+02 -7.92339966e-02],[ 32.48189926 580.5670166  286.36801147]
Bus,D00516.obj,4096,24888,Only triangles,[-9.10836983  2.98800802  0.013357  ],[0.470615   5.81650496 2.94406009]
Bus,D00677.obj,11974,65712,Only triangles,[-0.023403   -1.09582996 -0.0107424 ],[5.39851999 1.09582996 2.46539998]
Bus,D00754.obj,8866,59982,Only triangles,[0. 0. 0.],[ 2.80429006 14.12460041  4.22799015]
Bus,D00769.obj,8963,56925,Only triangles,[0. 0. 0.],[ 2.5999999  12.82800007  4.69562006]
Bus,D00775.obj,9510,65670,Only triangles,[-0.15041199 -0.25539801 -0.15906499],[10.5         2.61074996  4.        ]
Bus,D00815.obj,7075,40023,Only triangles,[-6.0178709  -1.35920405 -1.90011501],[6.0178709  1.35920405 1.90011501]
Bus,D00823.obj,7367,45333,Only triangles,[ 3.06767988  0.         -0.064998  ],[ 6.7621398  12.3689003   3.37945008]
Bus,D00832.obj,3155,18774,Only triangles,[0.37413201 0.49007201 0.        ],[3.52297401 6.95378017 2.70875502]
Bus,D00857.obj,5223,28053,Only triangles,[-2.85391998 -2.57347012  0.011314  ],[7.80610991 0.3048     3.30209994]
Car,D00168.obj,4999,8157,Only triangles,[-1.07568002 -0.29797301 -0.326069  ],[0.81757802 0.42304799 0.317056  ]
Car,D00236.obj,26709,45234,Only triangles,[-1.07967997 -0.41231701 -0.44321901],[0.80778402 0.48308501 0.530837  ]
Car,D00260.obj,38335,57440,Only triangles,[-1.02687001 -0.42430201 -0.54178298],[0.90453702 0.62556702 0.405202  ]
Car,D00265.obj,4960,9157,Only triangles,[-1.08125997 -0.40709099 -0.32611001],[0.86079103 0.369185   0.261426  ]
Car,D00299.obj,23527,45452,Only triangles,[-0.85365701 -0.457605   -0.40192801],[0.775096   0.64832199 0.51305503]
Car,D00377.obj,8260,16515,Only triangles,[-0.78018302 -0.462143   -0.260185  ],[0.91714901 0.384177   0.21742401]
Car,D00405.obj,62279,24552,Only triangles,[-0.795816   -0.40789399 -0.35468799],[1.02772999 0.50188202 0.50334102]
Car,D00452.obj,25495,47667,Only triangles,[-1.01145005 -0.406955   -0.37877601],[0.74489498 0.56232297 0.43000001]
Car,D00504.obj,5153,9168,Only triangles,[-1.03804004 -0.43916699 -0.215415  ],[0.82169598 0.608145   0.360576  ]
Car,D00541.obj,2956,4770,Only triangles,[-1.09072995 -0.38173899 -0.48226199],[0.78945303 0.499111   0.39767599]
Car,D00618.obj,3506,5877,Only triangles,[-1.10077    -0.39793301 -0.22447599],[0.83257103 0.426797   0.297102  ]
Car,D00670.obj,4978,6755,Only triangles,[-0.98872298 -0.43563199 -0.30387801],[0.95337301 0.28979099 0.25979301]
Car,D00671.obj,29817,37380,Only triangles,[-1.04708004 -0.360937   -0.34994599],[0.84565002 0.35118401 0.283784  ]
Car,D00724.obj,17676,29905,Only triangles,[-1.04014003 -0.55019802 -0.44143099],[0.81779897 0.38944    0.38131401]
Car,D00767.obj,13728,20980,Only triangles,[-1.09774005 -0.48256299 -0.35613501],[0.82967299 0.36433601 0.381147  ]
Car,D00785.obj,7248,11230,Only triangles,[-0.93809801 -0.31456101 -0.38662499],[0.90685898 0.49468401 0.357896  ]
Car,D00793.obj,5322,9907,Only triangles,[-0.97523201 -0.36616799 -0.221939  ],[0.96166098 0.493747   0.39146301]
Car,D00803.obj,25807,50126,Only triangles,[-0.90250498 -0.27827901 -0.22701199],[1.01378    0.40004799 0.224402  ]
Car,D00865.obj,15085,24340,Only triangles,[-0.93410897 -0.29702801 -0.42967799],[0.95244497 0.435453   0.30964899]
Car,D00976.obj,18122,32782,Only triangles,[-0.91199201 -0.57127601 -0.28702101],[0.866992   0.40290999 0.41560799]
Car,m1485.obj,6148,12263,Only triangles,[0.025 0.025 0.025],[0.422203   0.460334   0.97500002]
Car,m1486.obj,5911,11230,Only triangles,[0.025 0.025 0.025],[0.44256601 0.39669201 0.97500002]
Car,m1487.obj,7454,15436,Only triangles,[0.025 0.025 0.025],[0.47923499 0.398424   0.97500002]
Car,m1488.obj,4952,9223,Only triangles,[0.025 0.025 0.025],[0.56880498 0.50681001 0.97500002]
Car,m1489.obj,1684,3352,Only triangles,[0.025 0.025 0.025],[0.50515902 0.495657   0.97500002]
Car,m1490.obj,2868,5566,Only triangles,[0.025 0.025 0.025],[0.97500002 0.51642698 0.42750099]
Car,m1492.obj,5914,10880,Only triangles,[0.025 0.025 0.025],[0.499502   0.59359002 0.97500002]
Car,m1495.obj,6870,13402,Only triangles,[0.025 0.025 0.025],[0.97500002 0.451866   0.35359001]
Car,m1496.obj,8404,16736,Only triangles,[0.025 0.025 0.025],[0.374098   0.356087   0.97500002]
Car,m1497.obj,3655,7234,Only triangles,[0.025 0.025 0.025],[0.97500002 0.32757401 0.34289199]
Car,m1498.obj,5514,10496,Only triangles,[0.025 0.025 0.025],[0.37503201 0.296635   0.97500002]
Car,m1499.obj,15465,31807,Only triangles,[0.025 0.025 0.025],[0.97500002 0.382137   0.52164602]
Car,m1500.obj,1644,3260,Only triangles,[0.025 0.025 0.025],[0.427681   0.38090599 0.97500002]
Car,m1502.obj,4970,7120,Only triangles,[0.025 0.025 0.025],[0.97500002 0.206406   0.50483501]
Car,m1503.obj,24786,50685,Only triangles,[0.025 0.025 0.025],[0.97500002 0.21629401 0.201974  ]
Car,m1504.obj,1621,3269,Only triangles,[0.025 0.025 0.025],[0.45046699 0.212706   0.97500002]
Car,m1505.obj,10969,21007,Only triangles,[0.025 0.025 0.025],[0.39130801 0.21046899 0.97500002]
Car,m1506.obj,4284,7879,Only triangles,[0.025 0.025 0.025],[0.56290197 0.97500002 0.27723601]
Car,m1507.obj,6514,12769,Only triangles,[0.025 0.025 0.025],[0.43773901 0.213081   0.97500002]
Car,m1508.obj,4336,10492,Only triangles,[0.025 0.025 0.025],[0.97500002 0.212635   0.419927  ]
Car,m1509.obj,47558,95017,Only triangles,[0.025 0.025 0.025],[0.55256599 0.38643399 0.97500002]
Car,m1510.obj,54710,109357,Only triangles,[0.025 0.025 0.025],[0.48803601 0.245331   0.97500002]
Car,m1511.obj,10828,20577,Only triangles,[0.025 0.025 0.025],[0.58091003 0.25091401 0.97500002]
Car,m1512.obj,6816,11468,Only triangles,[0.025    0.025    0.086121],[0.97500002 0.37961    0.30888501]
Car,m1513.obj,13106,20844,Only triangles,[0.065542 0.025    0.025   ],[0.97500002 0.42012501 0.28829801]
Car,m1514.obj,18662,36856,Only triangles,[0.025 0.025 0.025],[0.457041   0.26076499 0.97500002]
Car,m1515.obj,250,391,Only triangles,[0.025 0.025 0.025],[0.49636099 0.238391   0.97500002]
Car,m1516.obj,12279,24863,Only triangles,[0.025 0.025 0.025],[0.42241099 0.97500002 0.28876799]
Car,m1517.obj,3956,7448,Only triangles,[0.025 0.025 0.025],[0.43889701 0.32420501 0.97500002]
Car,m1518.obj,7486,14482,Only triangles,[0.025 0.025 0.025],[0.406739   0.31663501 0.97500002]
Car,m1519.obj,4275,7958,Only triangles,[0.025 0.025 0.025],[0.37711301 0.27279601 0.97500002]
Car,m1521.obj,308,580,Only triangles,[0.025 0.025 0.025],[0.41206101 0.269465   0.97500002]
Car,m1522.obj,2676,4713,Only triangles,[0.025 0.025 0.025],[0.40824899 0.285988   0.97500002]
Car,m1523.obj,1830,3640,Only triangles,[0.025 0.025 0.025],[0.97500002 0.35422799 0.42954999]
Car,m1524.obj,1517,3014,Only triangles,[0.025 0.025 0.025],[0.42663601 0.33818099 0.97500002]
Car,m1525.obj,10545,21450,Only triangles,[0.025 0.025 0.025],[0.45061201 0.97500002 0.355389  ]
Car,m1526.obj,320,560,Only triangles,[0.025 0.025 0.025],[0.43004999 0.28687799 0.97500002]
Car,m1527.obj,7315,14450,Only triangles,[0.025 0.025 0.025],[0.97500002 0.333125   0.90680999]
Car,m1528.obj,18656,37254,Only triangles,[0.025 0.025 0.025],[0.37432599 0.28074899 0.97500002]
Car,m1529.obj,4168,7412,Only triangles,[0.025 0.025 0.025],[0.428029   0.33266801 0.97500002]
Car,m1530.obj,1268,2286,Only triangles,[0.025 0.025 0.025],[0.97500002 0.29907501 0.39930001]
Car,m1531.obj,2170,4060,Only triangles,[0.025 0.025 0.025],[0.97500002 0.32353601 0.37768501]
Car,m1532.obj,132,134,Only triangles,[0.025 0.025 0.025],[0.452245   0.39648199 0.97500002]
Car,m1533.obj,7374,14462,Only triangles,[0.025 0.025 0.025],[0.38465399 0.28747401 0.97500002]
Car,m1535.obj,15178,29304,Only triangles,[0.025 0.025 0.025],[0.373905   0.29098901 0.97500002]
Car,m1536.obj,1503,3653,Only triangles,[0.025 0.025 0.025],[0.62950301 0.97500002 0.50035602]
Car,m1538.obj,1830,3640,Only triangles,[0.025 0.025 0.025],[0.97500002 0.27546099 0.417512  ]
Car,m1539.obj,8254,16515,Only triangles,[0.025 0.025 0.025],[0.47597    0.28110501 0.97500002]
Car,m1540.obj,8492,16860,Only triangles,[0.025 0.025 0.025],[0.97500002 0.264994   0.42054901]
Car,m1542.obj,4384,7414,Only triangles,[0.025 0.025 0.025],[0.475133   0.34551299 0.97500002]
Car,m1543.obj,386,548,Only triangles,[0.025 0.025 0.025],[0.97500002 0.28356999 0.45738399]
Car,m1544.obj,60326,116378,Only triangles,[0.025 0.025 0.025],[0.47982699 0.25209701 0.97500002]
Car,m1545.obj,8278,14914,Only triangles,[0.025 0.025 0.025],[0.97500002 0.27926001 0.45181501]
Car,m1546.obj,9068,15012,Only triangles,[0.025    0.025    0.035239],[0.97500002 0.57404798 0.28725699]
Car,m1547.obj,249,440,Only triangles,[0.025 0.025 0.025],[0.97500002 0.26635599 0.57119   ]
Car,m1548.obj,8278,14914,Only triangles,[0.025 0.025 0.025],[0.97500002 0.27926001 0.45181501]
Car,m1550.obj,9369,17526,Only triangles,[0.025 0.025 0.025],[0.45428199 0.268448   0.97500002]
Car,m1551.obj,18528,35465,Only triangles,[0.025 0.025 0.025],[0.97500002 0.26700699 0.44911   ]
Car,m1552.obj,5247,10474,Only triangles,[0.025 0.025 0.025],[0.97500002 0.32320401 0.41881299]
Car,m1553.obj,1239,1915,Only triangles,[0.025 0.025 0.025],[0.97500002 0.30150101 0.47279599]
Car,m1555.obj,16607,30255,Only triangles,[0.025 0.025 0.025],[0.97500002 0.419218   0.32227901]
Car,m1556.obj,35131,119540,Only triangles,[0.025 0.025 0.025],[0.97500002 0.33369601 0.36563101]
Car,m1557.obj,8489,16656,Only triangles,[0.025 0.025 0.025],[0.97500002 0.38018599 0.411033  ]
Car,m1558.obj,6943,11791,Only triangles,[0.025 0.025 0.025],[0.34726501 0.307098   0.97500002]
Car,m1559.obj,15606,30000,Only triangles,[0.025 0.025 0.025],[0.416123   0.54162699 0.97500002]
Car,m1560.obj,21686,43584,Only triangles,[0.025 0.025 0.025],[0.97500002 0.63062501 0.67190403]
Car,m1561.obj,332,558,Only triangles,[0.025 0.025 0.025],[0.52356499 0.500844   0.97500002]
Car,m1562.obj,12016,21840,Only triangles,[0.025 0.025 0.025],[0.97500002 0.66106403 0.65408897]
Car,m1563.obj,616,1110,Only triangles,[0.025 0.025 0.025],[0.69870597 0.50348902 0.97500002]
Cellphone,D00018.obj,14103,26960,Only triangles,[-1.21751797 -0.45064601 -0.265966  ],[0.64780998 0.30505699 0.25302199]
Cellphone,D00032.obj,3500,2481,Only triangles,[-0.61766303 -0.44357499 -0.106936  ],[1.00284004 0.32263699 0.179809  ]
Cellphone,D00079.obj,20212,36972,Only triangles,[-0.93654799 -0.40579501 -0.334059  ],[1.02059996 0.37096399 0.10297   ]
Cellphone,D00152.obj,44041,74103,Only triangles,[-1.01286006 -0.48541701 -0.089604  ],[0.92763698 0.417629   0.157031  ]
